Date,Open,High,Low,Close,Volume,Adj Close
2013-08-19,27.27,28.32,26.90,27.99,12059200,27.99
2013-08-12,27.55,28.60,27.00,27.32,13793000,27.32
2013-08-05,27.71,27.80,27.06,27.68,10045300,27.68
2013-07-29,27.95,28.45,27.55,27.65,13474800,27.65
2013-07-22,28.08,28.46,27.21,28.11,25325700,28.11
2013-07-15,27.47,29.83,26.73,29.11,37524700,29.11
2013-07-08,25.72,27.44,25.49,27.23,15610900,27.23
2013-07-01,25.26,26.26,24.82,25.68,9491300,25.68
2013-06-24,24.98,25.98,23.82,25.13,21947400,25.13
2013-06-17,26.29,26.89,24.94,25.19,15017600,25.19
2013-06-10,27.04,27.12,25.71,26.28,11006200,26.28
2013-06-03,26.37,27.09,25.66,27.04,14890100,27.04
2013-05-28,26.65,26.77,25.32,26.30,18666100,26.30
2013-05-20,26.68,27.19,25.65,26.33,18861600,26.33
2013-05-13,26.76,27.68,26.36,26.52,17134800,26.52
2013-05-06,25.05,26.86,24.92,26.83,18051300,26.83
2013-04-29,24.85,25.25,24.18,25.07,11172800,25.07
2013-04-22,23.71,25.37,23.47,24.68,16851700,24.68
2013-04-15,24.72,24.99,22.70,23.47,29567600,23.47
2013-04-08,23.24,24.80,23.13,24.69,13551800,24.69
2013-04-01,23.31,23.90,23.01,23.30,13753600,23.30
2013-03-25,23.41,23.88,23.31,23.53,17896900,23.53
2013-03-18,21.90,23.26,21.87,23.26,17758700,23.26
2013-03-11,22.80,23.00,21.97,22.07,17762700,22.07
2013-03-04,22.37,23.09,22.20,22.90,19846300,22.90
2013-02-25,21.26,22.28,20.58,21.94,19144100,21.94
2013-02-19,21.03,21.45,20.74,21.22,14518500,21.22
2013-02-11,20.44,21.43,20.39,21.02,18807900,21.02
2013-02-04,19.76,20.61,19.31,20.50,19962700,20.50
2013-01-28,20.50,20.88,19.57,19.76,39263800,19.76
2013-01-22,19.91,20.52,19.72,20.37,14097600,20.37
2013-01-14,19.33,20.21,19.25,20.02,18248600,20.02
2013-01-07,19.56,19.75,18.89,19.29,22928400,19.29
2012-12-31,19.43,20.32,19.40,19.86,18275500,19.86
2012-12-24,19.45,19.75,19.28,19.50,12868700,19.50
2012-12-17,19.72,19.76,19.23,19.35,20301300,19.35
2012-12-10,19.18,19.72,19.15,19.64,21222300,19.64
2012-12-03,18.55,19.30,18.34,19.20,25908000,19.20
2012-11-26,18.88,19.16,18.53,18.77,29004300,18.77
2012-11-19,18.02,18.59,17.87,18.57,21630900,18.57
2012-11-12,17.18,18.16,17.17,17.86,30890100,17.86
2012-11-05,17.10,17.56,17.01,17.26,25334700,17.26
2012-10-31,16.81,17.14,16.60,17.11,22797400,17.11
