Date,Open,High,Low,Close,Volume,Adj Close
2013-11-25,37.93,38.29,37.35,38.13,28301100,37.11
2013-11-18,37.35,37.68,36.67,37.57,36165800,36.57
2013-11-11,37.69,38.16,36.90,37.84,40053300,36.55
2013-11-04,35.59,38.22,35.55,37.78,53173300,36.50
2013-10-28,35.61,35.79,35.26,35.53,37806000,34.32
2013-10-21,34.98,36.29,33.57,35.73,58635200,34.52
2013-10-14,33.90,34.99,33.78,34.96,36627600,33.77
2013-10-07,33.60,34.14,32.80,34.13,36974700,32.97
2013-09-30,33.00,34.03,32.70,33.88,39043300,32.73
2013-09-23,32.54,33.75,32.15,33.27,38654100,32.14
2013-09-16,33.38,33.68,32.69,32.79,69317500,31.68
2013-09-09,31.22,33.07,31.20,33.03,43871200,31.91
2013-09-03,31.75,32.07,30.95,31.15,110976800,30.09
2013-08-26,34.40,34.67,32.80,33.40,52728200,32.27
2013-08-19,31.76,35.20,31.37,34.75,68990900,33.57
2013-08-12,32.46,33.36,30.84,31.80,35936300,30.72
2013-08-05,31.90,33.07,31.25,32.70,38245800,31.37
2013-07-29,31.47,32.12,31.40,31.89,38065200,30.59
2013-07-22,31.70,32.19,31.21,31.62,59900100,30.33
2013-07-15,35.66,36.43,31.02,31.40,81156300,30.12
2013-07-08,34.35,35.77,33.98,35.67,35302700,34.22
2013-07-01,34.75,34.99,33.58,34.21,27691400,32.82
2013-06-24,32.94,34.79,32.57,34.54,48677300,33.13
2013-06-17,34.69,35.17,33.05,33.27,49787000,31.91
2013-06-10,35.51,35.65,34.25,34.40,42330100,33.00
2013-06-03,34.92,35.78,34.43,35.67,48236600,34.22
2013-05-28,34.42,35.28,34.41,34.90,48480200,33.48
2013-05-20,34.73,35.27,33.90,34.27,50609500,32.87
2013-05-13,32.61,34.87,32.55,34.87,51850200,33.45
2013-05-06,33.42,33.91,32.32,32.69,43693000,31.14
2013-04-29,31.80,33.52,31.77,33.49,56291300,31.90
2013-04-22,30.30,32.84,30.27,31.79,89295400,30.28
2013-04-15,28.65,30.24,28.50,29.77,63733600,28.36
2013-04-08,28.73,30.32,28.47,28.79,75483900,27.42
2013-04-01,28.64,28.95,28.11,28.70,37782100,27.34
2013-03-25,28.30,28.66,27.96,28.61,40869800,27.25
2013-03-18,27.88,28.49,27.81,28.25,39022500,26.91
2013-03-11,27.94,28.16,27.64,28.04,50720200,26.71
2013-03-04,27.85,28.54,27.70,28.00,39580500,26.67
2013-02-25,27.97,28.05,27.33,27.95,41003900,26.62
2013-02-19,27.88,28.20,27.23,27.76,40849000,26.44
2013-02-11,27.65,28.16,27.50,28.01,38453600,26.46
2013-02-04,27.87,28.02,27.10,27.55,39837300,26.03
2013-01-28,28.01,28.23,27.40,27.93,50995100,26.39
2013-01-22,27.30,28.23,27.00,27.88,73156300,26.34
2013-01-14,26.90,27.47,26.76,27.25,48299900,25.74
2013-01-07,26.77,26.98,26.28,26.83,51560900,25.35
2012-12-31,26.59,27.73,26.37,26.74,49116000,25.26
2012-12-24,27.20,27.25,26.55,26.55,30026800,25.08
2012-12-17,26.79,27.73,26.68,27.45,59487300,25.93
2012-12-10,26.56,27.62,26.52,26.81,46087500,25.33
2012-12-03,26.78,26.98,26.26,26.46,51315900,25.00
2012-11-26,27.54,27.58,26.49,26.62,67295400,25.15
2012-11-19,26.80,27.77,26.46,27.70,57113900,26.17
2012-11-12,28.94,29.01,26.34,26.52,76785300,25.06
2012-11-05,29.62,30.20,28.80,28.83,46495400,27.02
2012-10-31,28.55,29.77,28.50,29.50,66214500,27.64
