Date,Open,High,Low,Close,Volume,Adj Close
2013-12-02,18.49,18.75,17.75,18.10,1899400,18.10
2013-11-25,18.42,18.62,18.04,18.30,2625200,18.30
2013-11-18,19.05,19.16,18.27,18.30,3551600,18.30
2013-11-11,16.68,18.77,16.52,18.50,5019300,18.50
2013-11-04,16.85,17.31,16.62,16.74,3355300,16.74
2013-10-28,19.50,19.62,16.66,16.75,4240100,16.75
2013-10-21,19.67,19.85,19.07,19.26,2507600,19.26
2013-10-14,19.80,20.06,19.50,19.61,2372900,19.61
2013-10-07,20.47,20.56,19.23,19.96,3036200,19.96
2013-09-30,21.30,21.60,20.69,20.87,1303700,20.87
2013-09-23,21.39,21.50,21.03,21.29,1050400,21.29
2013-09-16,21.38,21.94,21.26,21.36,2995100,21.36
2013-09-09,21.17,21.76,20.90,21.18,3038100,21.18
2013-09-03,20.40,21.18,20.36,21.02,1793600,21.02
2013-08-26,20.13,20.65,19.89,19.96,1896000,19.96
2013-08-19,20.06,20.25,19.53,20.21,1656200,20.21
2013-08-12,20.07,20.30,19.83,19.98,1939100,19.98
2013-08-05,21.63,21.82,19.96,20.15,3080100,20.15
2013-07-29,21.05,22.25,20.72,21.62,3855000,21.62
2013-07-22,22.29,23.10,21.43,21.58,2301400,21.58
2013-07-15,22.25,22.30,21.92,22.11,1604900,22.11
2013-07-08,21.54,22.25,21.53,22.19,1288100,22.19
2013-07-01,21.50,22.10,21.28,21.76,1830500,21.76
2013-06-24,19.90,21.41,19.64,21.19,2568100,21.19
2013-06-17,20.55,21.60,19.95,20.38,5370400,20.38
2013-06-10,20.28,21.06,19.69,19.88,5575400,19.88
2013-06-03,19.40,20.20,18.59,19.56,4997600,19.56
2013-05-28,20.67,21.51,19.91,20.15,7495900,20.15
2013-05-20,21.09,23.38,20.62,20.96,11101400,20.96
2013-05-13,18.29,22.23,18.25,20.34,11822300,20.34
2013-05-06,17.07,18.25,17.06,17.92,3228100,17.92
2013-04-29,16.46,17.18,16.20,17.16,1869800,17.16
2013-04-22,16.44,17.51,16.28,16.48,3232700,16.48
2013-04-15,16.82,16.87,16.09,16.65,2085800,16.65
2013-04-08,16.92,17.05,16.45,16.67,2202800,16.67
2013-04-01,16.87,17.20,16.21,16.69,3912700,16.69
2013-03-25,18.00,18.06,17.31,17.40,2660400,17.40
2013-03-18,16.53,17.75,16.42,17.68,3917300,17.68
2013-03-11,15.67,17.39,15.24,17.26,5122200,17.26
2013-03-04,15.49,15.95,15.22,15.59,3408600,15.59
2013-02-25,14.21,15.28,13.75,15.23,3157700,15.23
2013-02-19,14.54,14.78,13.89,14.07,2835900,14.07
2013-02-11,15.00,15.05,14.13,14.34,3318500,14.34
2013-02-04,15.76,15.93,14.56,14.92,5343100,14.92
2013-01-28,15.49,15.49,14.63,15.13,4945800,15.13
2013-01-22,13.18,14.46,13.08,14.41,5657800,14.41
2013-01-14,11.18,12.74,11.13,12.70,7749200,12.70
2013-01-07,10.97,11.17,10.59,11.09,3681800,11.09
2012-12-31,11.02,11.57,10.99,11.14,2760800,11.14
2012-12-24,10.95,11.22,10.91,11.01,1464900,11.01
2012-12-17,10.97,11.30,10.84,10.93,2533400,10.93
2012-12-10,9.97,10.98,9.85,10.96,2861000,10.96
2012-12-03,9.72,10.15,9.57,10.12,1989100,10.12
2012-11-26,9.93,9.94,9.59,9.74,1535100,9.74
2012-11-19,10.15,10.22,9.85,10.02,1735400,10.02
2012-11-12,10.77,10.83,9.77,10.12,5055200,10.12
2012-11-05,11.35,11.36,10.83,10.86,2910100,10.86
2012-10-31,11.94,11.97,11.32,11.33,2499100,11.33
